"","X","B.Code","A.Level.Name","D.Item","D.Type","D.Amount","D.Unit.Amount","Percentage_of_Diet","D.Item_raw"
"6193",6193,"LM0315","Diet 1","sesame seed cake autoclaved dried ground","Crop Product",71.2,"g/kg",7.61497326203209,"Sesame Seed Cake Autoclaved Dried Ground"
"6194",6194,"LM0315","Diet 1","fish ground","Animal",403.6,"g/kg",43.1657754010695,"Fish Ground"
"6195",6195,"LM0315","Diet 2","wheat ground","Crop Product",383.3,"g/kg",40.9946524064171,"Wheat Ground"
"6196",6196,"LM0315","Diet 2","fish ground","Animal",386.2,"g/kg",41.3048128342246,"Fish Ground"
"6197",6197,"LM0315","Diet 2","sesame seed cake autoclaved dried ground","Crop Product",165.5,"g/kg",17.7005347593583,"Sesame Seed Cake Autoclaved Dried Ground"
"6198",6198,"LM0315","Diet 3","fish ground","Animal",362.1,"g/kg",38.7272727272727,"Fish Ground"
"6199",6199,"LM0315","Diet 3","wheat ground","Crop Product",276.6,"g/kg",29.5828877005348,"Wheat Ground"
"6200",6200,"LM0315","Diet 3","sesame seed cake autoclaved dried ground","Crop Product",296.3,"g/kg",31.6898395721925,"Sesame Seed Cake Autoclaved Dried Ground"
"6201",6201,"LM0315","Diet 4","sesame fermented","Non-ERA Feed",71,"g/kg",3.79679144385027,"Sesame Fermented"
"6202",6202,"LM0315","Diet 4","sesame fermented","Non-ERA Feed",71,"g/kg",3.79679144385027,"Sesame Fermented"
"6203",6203,"LM0315","Diet 4","wheat ground","Crop Product",461.8,"g/kg",24.6951871657754,"Wheat Ground"
"6204",6204,"LM0315","Diet 4","wheat ground","Crop Product",461.8,"g/kg",24.6951871657754,"Wheat Ground"
"6205",6205,"LM0315","Diet 4","fish ground","Animal",402.2,"g/kg",21.5080213903743,"Fish Ground"
"6206",6206,"LM0315","Diet 4","fish ground","Animal",402.2,"g/kg",21.5080213903743,"Fish Ground"
"6207",6207,"LM0315","Diet 5","sesame fermented","Non-ERA Feed",164.3,"g/kg",17.572192513369,"Sesame Fermented"
"6208",6208,"LM0315","Diet 5","wheat ground","Crop Product",387.5,"g/kg",41.4438502673797,"Wheat Ground"
"6209",6209,"LM0315","Diet 5","fish ground","Animal",383.2,"g/kg",40.9839572192513,"Fish Ground"
"6210",6210,"LM0320","D 10","palm oil sludge","Crop Byproduct",10,"%",100,"Palm Oil Sludge"
"6211",6211,"LM0320","D 20","palm oil sludge","Crop Byproduct",20,"%",100,"Palm Oil Sludge"
"6212",6212,"LM0329","Con","alfalfa dried","Herbaceous Fodders",274.4,"g",20,"Alfalfa Dried"
"6213",6213,"LM0329","Seca1","alfalfa dried","Herbaceous Fodders",238.34,"g",17,"Alfalfa Dried"
"6214",6214,"LM0329","Seca1","stylosanthes scabra dried","Herbaceous Fodders",42.06,"g",3,"Stylosanthes scabra Dried"
"6215",6215,"LM0329","Seca2","alfalfa dried","Herbaceous Fodders",186.2,"g",14,"Alfalfa Dried"
"6216",6216,"LM0329","Seca2","stylosanthes scabra dried","Herbaceous Fodders",79.8,"g",6,"Stylosanthes scabra Dried"
"6217",6217,"LM0336","CM0","soybean ground","Crop Product",296.01,"g",25.3,"Soybean Ground"
"6218",6218,"LM0336","CM100","canola ground","Crop Byproduct",290.95,"g",25.3,"Canola Ground"
"6219",6219,"LM0336","CM25","canola ground","Crop Byproduct",76.23,"g",6.3,"Canola Ground"
"6220",6220,"LM0336","CM25","soybean ground","Crop Product",229.9,"g",19,"Soybean Ground"
"6221",6221,"LM0336","CM50","canola ground","Crop Byproduct",151.13,"g",12.7,"Canola Ground"
"6222",6222,"LM0336","CM50","soybean ground","Crop Product",151.13,"g",12.7,"Soybean Ground"
"6223",6223,"LM0336","CM75","soybean ground","Crop Product",72.45,"g",6.3,"Soybean Ground"
"6224",6224,"LM0336","CM75","canola ground","Crop Byproduct",218.5,"g",19,"Canola Ground"
"6225",6225,"LM0339","20% silage","oat dried",NA,125.6,"g",8,"Oat Dried"
"6226",6226,"LM0339","20% silage","cotton seed cake","Crop Byproduct",157,"g",10,"Cotton Seed Cake"
"6227",6227,"LM0339","20% silage","maize","Crop Product",805.41,"g",51.3,"Maize"
"6228",6228,"LM0339","20% silage","urea","Non-ERA Feed",7.85,"g",0.5,"Urea"
"6229",6229,"LM0339","20% silage","maize ensiled","Herbaceous Fodders",314,"g",20,"Maize Ensiled"
"6230",6230,"LM0339","20% silage","unspecified molasses ground","Crop Byproduct",78.5,"g",5,"Unspecified Molasses Ground"
"6231",6231,"LM0339","50% silage","cotton seed cake","Crop Byproduct",114.33,"g",10.3,"Cotton Seed Cake"
"6232",6232,"LM0339","50% silage","urea","Non-ERA Feed",2.22,"g",0.2,"Urea"
"6233",6233,"LM0339","50% silage","maize","Crop Product",336.33,"g",30.3,"Maize"
"6234",6234,"LM0339","50% silage","maize ensiled","Herbaceous Fodders",555,"g",50,"Maize Ensiled"
"6235",6235,"LM0339","50% silage","unspecified molasses ground","Crop Byproduct",44.4,"g",4,"Unspecified Molasses Ground"
"6236",6236,"LM0339","70% silage","cotton seed cake","Crop Byproduct",94.64,"g",10.4,"Cotton Seed Cake"
"6237",6237,"LM0339","70% silage","maize","Crop Product",131.04,"g",14.4,"Maize"
"6238",6238,"LM0339","Control","cotton seed cake","Crop Byproduct",82.2,"g",6,"Cotton Seed Cake"
"6239",6239,"LM0339","Control","alfalfa ground","Agroforestry Fodders",205.5,"g",15,"Alfalfa Ground"
"6240",6240,"LM0339","Control","urea","Non-ERA Feed",6.85,"g",0.5,"Urea"
"6241",6241,"LM0339","Control","maize","Crop Product",746.65,"g",54.5,"Maize"
"6242",6242,"LM0339","Control","oat dried",NA,137,"g",10,"Oat Dried"
"6243",6243,"LM0339","Control","unspecified molasses ground","Crop Byproduct",120.56,"g",8.8,"Unspecified Molasses Ground"
"6244",6244,"LM0347","DBL0","cotton seed cake","Crop Byproduct",1846,"g",20,"Cotton Seed Cake"
"6245",6245,"LM0347","DBL0","maize grain","Crop Product",5427.24,"g",58.8,"Maize Grain"
"6246",6246,"LM0347","DBL0","unspecified grass dried","Herbaceous Fodders",1532.18,"g",16.6,"Unspecified Grass Dried"
"6247",6247,"LM0347","DBL0","wheat offal","Crop Byproduct",101.53,"g",1.1,"Wheat Bran"
"6248",6248,"LM0347","DBL0","molasses","Crop Byproduct",129.22,"g",1.4,"Unspecified Molasses"
"6249",6249,"LM0347","DBL0","urea","Non-ERA Feed",9.23,"g",0.1,"Urea"
"6250",6250,"LM0347","DBL100","maize grain","Crop Product",5744.88,"g",60.6,"Maize Grain"
"6251",6251,"LM0347","DBL100","molasses","Crop Byproduct",113.76,"g",1.2,"Unspecified Molasses"
"6252",6252,"LM0347","DBL100","cotton seed cake","Crop Byproduct",948,"g",10,"Cotton Seed Cake"
"6253",6253,"LM0347","DBL100","wheat offal","Crop Byproduct",189.6,"g",2,"Wheat Bran"
"6254",6254,"LM0347","DBL100","unspecified grass dried","Herbaceous Fodders",1317.72,"g",13.9,"Unspecified Grass Dried"
"6255",6255,"LM0347","DBL100","urea","Non-ERA Feed",28.44,"g",0.3,"Urea"
"6256",6256,"LM0347","DBL100","chicken manure dried","Animal Manures",948,"g",10,"Chicken Manure Dried"
"6257",6257,"LM0347","DBL150","molasses","Crop Byproduct",109.12,"g",1.1,"Unspecified Molasses"
"6258",6258,"LM0347","DBL150","chicken manure dried","Animal Manures",1488,"g",15,"Chicken Manure Dried"
"6259",6259,"LM0347","DBL150","cotton seed cake","Crop Byproduct",496,"g",5,"Cotton Seed Cake"
"6260",6260,"LM0347","DBL150","maize grain","Crop Product",6100.8,"g",61.5,"Maize Grain"
"6261",6261,"LM0347","DBL150","urea","Non-ERA Feed",39.68,"g",0.4,"Urea"
"6262",6262,"LM0347","DBL150","wheat offal","Crop Byproduct",297.6,"g",3,"Wheat Bran"
"6263",6263,"LM0347","DBL150","unspecified grass dried","Herbaceous Fodders",1190.4,"g",12,"Unspecified Grass Dried"
"6264",6264,"LM0347","DBL200","unspecified grass dried","Herbaceous Fodders",1002,"g",10,"Unspecified Grass Dried"
"6265",6265,"LM0347","DBL200","urea","Non-ERA Feed",50.1,"g",0.5,"Urea"
"6266",6266,"LM0347","DBL200","molasses","Crop Byproduct",150.3,"g",1.5,"Unspecified Molasses"
"6267",6267,"LM0347","DBL200","chicken manure dried","Animal Manures",2004,"g",20,"Chicken Manure Dried"
"6268",6268,"LM0347","DBL200","wheat offal","Crop Byproduct",601.2,"g",6,"Wheat Bran"
"6269",6269,"LM0347","DBL200","maize grain","Crop Product",6012,"g",60,"Maize Grain"
"6270",6270,"LM0347","DBL50","chicken manure dried","Animal Manures",479.5,"g",5,"Chicken Manure Dried"
"6271",6271,"LM0347","DBL50","molasses","Crop Byproduct",115.08,"g",1.2,"Unspecified Molasses"
"6272",6272,"LM0347","DBL50","cotton seed cake","Crop Byproduct",1438.5,"g",15,"Cotton Seed Cake"
"6273",6273,"LM0347","DBL50","maize grain","Crop Product",5773.18,"g",60.2,"Maize Grain"
"6274",6274,"LM0347","DBL50","unspecified grass dried","Herbaceous Fodders",1428.91,"g",14.9,"Unspecified Grass Dried"
"6275",6275,"LM0347","DBL50","urea","Non-ERA Feed",19.18,"g",0.2,"Urea"
"6276",6276,"LM0347","DBL50","wheat offal","Crop Byproduct",143.85,"g",1.5,"Wheat Bran"
"6277",6277,"LM0349","Commercial Sheep Meal Diet","sheep meal","Other Feed",500,"g",76.3651877133106,"Sheep Meal"
"6278",6278,"LM0351","Diet CAAS","opuntia ficus indica cladode ensiled singed","Agroforestry Fodders",516.637,"g",67,"Opuntia ficus indica Cladode Ensiled Singed"
"6279",6279,"LM0351","Diet CAAS","acacia angusitissima leaves dried ensiled","Agroforestry Fodders",254.463,"g",33,"Acacia angusitissima Leaves Dried Ensiled"
"6280",6280,"LM0351","Diet CCCS","opuntia ficus indica cladode ensiled singed","Agroforestry Fodders",538.278,"g",67,"Opuntia ficus indica Cladode Ensiled Singed"
"6281",6281,"LM0351","Diet CCCS","calliandra calothyrsus leaves dried ensiled","Agroforestry Fodders",265.122,"g",33,"Calliandra Calothyrsus Leaves Dried Ensiled"
"6282",6282,"LM0351","Diet CLLS","leucaena leucocephala leaves dried ensiled","Agroforestry Fodders",265.947,"g",33,"Leucaena leucocephala Leaves Dried Ensiled"
"6283",6283,"LM0351","Diet CLLS","opuntia ficus indica cladode ensiled singed","Agroforestry Fodders",539.953,"g",67,"Opuntia ficus indica Cladode Ensiled Singed"
"6284",6284,"LM0351","Diet CMAS","opuntia ficus indica cladode ensiled singed","Agroforestry Fodders",483.874,"g",67,"Opuntia ficus indica Cladode Ensiled Singed"
"6285",6285,"LM0351","Diet CMAS","macroptilium atropurpureum leaves dried ensiled","Agroforestry Fodders",238.326,"g",33,"Macroptilium atropurpureum Leaves Dried Ensiled"
"6286",6286,"LM0354","0% BYS","salt","Non-ERA Feed",0.0581094,"g",0.459,"Salt"
"6287",6287,"LM0354","0% BYS","soybean ground roasted","Crop Product",7.1274534,"g",56.299,"Soybean Ground Roasted"
"6288",6288,"LM0354","0% BYS","fish ground","Animal",1.4209584,"g",11.224,"Fish Ground"
"6289",6289,"LM0354","0% BYS","maize ground","Crop Product",3.5297346,"g",27.881,"Maize Ground"
"6290",6290,"LM0354","0% BYS","oil","Other Feed",0.0581094,"g",0.459,"Oil"
"6291",6291,"LM0354","0% BYS","vitamin mix","Non-ERA Feed",0.2325642,"g",1.837,"Vitamin Mix"
"6292",6292,"LM0354","0% BYS","mineral mix","Non-ERA Feed",0.2330706,"g",1.841,"Mineral Mix"
"6293",6293,"NJ0003","0 g/kg CBLE","maize grain","Crop Product",0.222367857142857,"g",33.9,"Maize Grain"
"6294",6294,"NJ0003","10 g/kg CBLE","maize grain","Crop Product",0.282391666666667,"g",32.9,"Maize Grain"
"6295",6295,"NJ0003","10 g/kg CBLE","clove basil leaves extract dried ethanol treated ground","Herbaceous Fodders",0.00858333333333333,"g",1,"Clove Basil Leaves Extract Dried Ethanol Treated Ground"
"6296",6296,"NJ0003","15 g/kg CBLE","maize grain","Crop Product",0.275014285714286,"g",32.4,"Maize Grain"
"6297",6297,"NJ0003","15 g/kg CBLE","clove basil leaves extract dried ethanol treated ground","Herbaceous Fodders",0.0127321428571429,"g",1.5,"Clove Basil Leaves Extract Dried Ethanol Treated Ground"
"6298",6298,"NJ0003","5 g/kg CBLE","clove basil leaves extract dried ethanol treated ground","Herbaceous Fodders",0.00368452380952381,"g",0.5,"Clove Basil Leaves Extract Dried Ethanol Treated Ground"
"6299",6299,"NJ0003","5 g/kg CBLE","maize grain","Crop Product",0.24612619047619,"g",33.4,"Maize Grain"
"6300",6300,"NJ0008","100% DGH","pennisetum pedicellatum dried","Herbaceous Fodders",428,"g",58.7912087912088,"Pennisetum pedicellatum Dried"
"6301",6301,"NJ0008","100% NPH","natural pasture dried","Herbaceous Fodders",650,"g",100,"Natural Pasture Dried"
"6302",6302,"NJ0008","25% NPH +75% DGH","natural pasture dried","Herbaceous Fodders",179,"g",25,"Natural Pasture Dried"
"6303",6303,"NJ0008","25% NPH +75% DGH","pennisetum pedicellatum dried","Herbaceous Fodders",537,"g",75,"Pennisetum pedicellatum Dried"
"6304",6304,"NJ0008","50% NPH + 50% DGH","natural pasture dried","Herbaceous Fodders",341,"g",50,"Natural Pasture Dried"
"6305",6305,"NJ0008","50% NPH + 50% DGH","pennisetum pedicellatum dried","Herbaceous Fodders",341,"g",50,"Pennisetum pedicellatum Dried"
"6306",6306,"NJ0008","75% NPH +25% DGH","pennisetum pedicellatum dried","Herbaceous Fodders",168.75,"g",25,"Pennisetum pedicellatum Dried"
"6307",6307,"NJ0008","75% NPH +25% DGH","natural pasture dried","Herbaceous Fodders",506.25,"g",75,"Natural Pasture Dried"
"6308",6308,"NJ0013","Group OL","stipa tenacissima dried","Herbaceous Fodders",315,"g",50.8885298869144,"Stipa tenacissima Dried"
"6309",6309,"NJ0013","Group OL","olive leaves dried","Agroforestry Fodders",211,"g",34.0872374798061,"Olive Leaves Dried"
"6310",6310,"NJ0016","Beef survival meal Y1","beef survival meal","Other Feed",1000,"g",100,"Beef Survival Meal"
"6311",6311,"NJ0016","Beef survival meal Y2","beef survival meal","Other Feed",1000,"g",100,"Beef Survival Meal"
"6312",6312,"NJ0016","Beef survival meal Y3","beef survival meal","Other Feed",1000,"g",100,"Beef Survival Meal"
"6313",6313,"NJ0016","Leucaena leucocephala Y1","leucaena leucocephala dried ground","Agroforestry Fodders",1000,"g",100,"Leucaena leucocephala Dried Ground"
"6314",6314,"NJ0016","Leucaena leucocephala Y2","leucaena leucocephala dried ground","Agroforestry Fodders",1000,"g",100,"Leucaena leucocephala Dried Ground"
"6315",6315,"NJ0016","Leucaena leucocephala Y3","leucaena leucocephala dried ground","Agroforestry Fodders",1000,"g",100,"Leucaena leucocephala Dried Ground"
"6316",6316,"NJ0016","Mixed forage meal Y1","leucaena leucocephala dried ground","Agroforestry Fodders",33.33,"%",33.3333333333333,"Leucaena leucocephala Dried Ground"
"6317",6317,"NJ0016","Mixed forage meal Y1","maize straw dried ensiled ground urea treated","Crop Byproduct",33.33,"%",33.3333333333333,"Maize Straw Dried Ensiled Ground Urea Treated"
"6318",6318,"NJ0016","Mixed forage meal Y1","macroptilium atropurpureum dried ground","Herbaceous Fodders",33.33,"%",33.3333333333333,"Macroptilium atropurpureum Dried Ground"
"6319",6319,"NJ0016","Mixed forage meal Y2","macroptilium atropurpureum dried ground","Herbaceous Fodders",33.33,"%",33.3333333333333,"Macroptilium atropurpureum Dried Ground"
"6320",6320,"NJ0016","Mixed forage meal Y2","leucaena leucocephala dried ground","Agroforestry Fodders",33.33,"%",33.3333333333333,"Leucaena leucocephala Dried Ground"
"6321",6321,"NJ0016","Mixed forage meal Y2","maize straw dried ensiled ground urea treated","Crop Byproduct",33.33,"%",33.3333333333333,"Maize Straw Dried Ensiled Ground Urea Treated"
"6322",6322,"NJ0016","Mixed forage meal Y3","leucaena leucocephala dried ground","Agroforestry Fodders",33.33,"%",33.3333333333333,"Leucaena leucocephala Dried Ground"
"6323",6323,"NJ0016","Mixed forage meal Y3","macroptilium atropurpureum dried ground","Herbaceous Fodders",33.33,"%",33.3333333333333,"Macroptilium atropurpureum Dried Ground"
"6324",6324,"NJ0016","Mixed forage meal Y3","maize straw dried ensiled ground urea treated","Crop Byproduct",33.33,"%",33.3333333333333,"Maize Straw Dried Ensiled Ground Urea Treated"
"6325",6325,"NJ0016","Urea-treated Maize strover Y1","maize straw dried ensiled ground urea treated","Crop Byproduct",1000,"g",100,"Maize Straw Dried Ensiled Ground Urea Treated"
"6326",6326,"NJ0016","Urea-treated Maize strover Y2","maize straw dried ensiled ground urea treated","Crop Byproduct",1000,"g",100,"Maize Straw Dried Ensiled Ground Urea Treated"
"6327",6327,"NJ0016","Urea-treated Maize strover Y3","maize straw dried ensiled ground urea treated","Crop Byproduct",1000,"g",100,"Maize Straw Dried Ensiled Ground Urea Treated"
"6328",6328,"NJ0025","Beef survival meal","beef survival meal","Other Feed",1000,"g",100,"Beef Survival Meal"
"6329",6329,"NJ0025","Leucaena leucocephala","salt","Non-ERA Feed",3,"%",3,"Salt"
"6330",6330,"NJ0025","Leucaena leucocephala","leucaena leucocephala dried ground","Agroforestry Fodders",90,"%",90,"Leucaena leucocephala Dried Ground"
"6331",6331,"NJ0025","Leucaena leucocephala","molasses","Crop Byproduct",7,"%",7,"Unspecified Molasses"
"6332",6332,"NJ0025","Mixed forage meal","leucaena leucocephala dried ground","Agroforestry Fodders",30,"%",33.3333333333333,"Leucaena leucocephala Dried Ground"
"6333",6333,"NJ0025","Mixed forage meal","macroptilium atropurpureum dried ground","Herbaceous Fodders",30,"%",33.3333333333333,"Macroptilium atropurpureum Dried Ground"
"6334",6334,"NJ0025","Mixed forage meal","maize straw dried ensiled ground urea treated","Crop Byproduct",30,"%",33.3333333333333,"Maize Straw Dried Ensiled Ground Urea Treated"
"6335",6335,"NJ0025","Urea-treated Maize strover","salt","Non-ERA Feed",3,"%",3,"Salt"
"6336",6336,"NJ0025","Urea-treated Maize strover","molasses","Crop Byproduct",7,"%",7,"Unspecified Molasses"
"6337",6337,"NJ0025","Urea-treated Maize strover","maize straw dried ensiled ground urea treated","Crop Byproduct",90,"%",90,"Maize Straw Dried Ensiled Ground Urea Treated"
"6338",6338,"NJ0027","CM","choline cloride ground","Non-ERA Feed",0.083256,"g",0.08,"Choline Cloride Ground"
"6339",6339,"NJ0027","CM","lime","Non-ERA Feed",1.269654,"g",1.22,"Lime"
"6340",6340,"NJ0027","CM","canola cake","Crop Byproduct",18.21225,"g",17.5,"Canola Cake"
"6341",6341,"NJ0027","CM","methionine","Non-ERA Feed",0.187326,"g",0.18,"Methionine"
"6342",6342,"NJ0027","CM","monocalcium phosphate","Non-ERA Feed",0.582792,"g",0.56,"Monocalcium Phosphate"
"6343",6343,"NJ0027","CM","maize ground","Crop Product",61.92165,"g",59.5,"Maize Ground"
"6344",6344,"NJ0027","CM","bicarbonate of soda","Non-ERA Feed",0.166512,"g",0.16,"Bicarbonate of Soda"
"6345",6345,"NJ0027","CM","soybean full fat","Crop Product",5.30757,"g",5.1,"Soybean Full Fat"
"6346",6346,"NJ0027","CM","soybean ground","Crop Product",2.310354,"g",2.22,"Soybean Ground"
"6347",6347,"NJ0027","CM","lysine","Non-ERA Feed",0.301803,"g",0.29,"Lysine"
"6348",6348,"NJ0027","CM","salt","Non-ERA Feed",0.333024,"g",0.32,"Salt"
"6349",6349,"NJ0027","CM","prime gluten 60","Crop Byproduct",2.49768,"g",2.4,"Prime Gluten 60"
"6350",6350,"NJ0027","CMEnz","choline cloride ground","Non-ERA Feed",0.084512,"g",0.08,"Choline Cloride Ground"
"6351",6351,"NJ0027","CMEnz","lime","Non-ERA Feed",1.288808,"g",1.22,"Lime"
"6352",6352,"NJ0027","CMEnz","bicarbonate of soda","Non-ERA Feed",0.169024,"g",0.16,"Bicarbonate of Soda"
"6353",6353,"NJ0027","CMEnz","lysine","Non-ERA Feed",0.306356,"g",0.29,"Lysine"
"6354",6354,"NJ0027","CMEnz","monocalcium phosphate","Non-ERA Feed",0.591584,"g",0.56,"Monocalcium Phosphate"
"6355",6355,"NJ0027","CMEnz","axtra xap","Other Feed",0.31692,"g",0.3,"Axtra XAP"
"6356",6356,"NJ0027","CMEnz","prime gluten 60","Crop Byproduct",2.53536,"g",2.4,"Prime Gluten 60"
"6357",6357,"NJ0027","CMEnz","canola cake","Crop Byproduct",18.487,"g",17.5,"Canola Cake"
"6358",6358,"NJ0027","CMEnz","soybean full fat","Crop Product",5.38764,"g",5.1,"Soybean Full Fat"
"6359",6359,"NJ0027","CMEnz","maize ground","Crop Product",62.8558,"g",59.5,"Maize Ground"
"6360",6360,"NJ0027","CMEnz","salt","Non-ERA Feed",0.338048,"g",0.32,"Salt"
"6361",6361,"NJ0027","CMEnz","soybean ground","Crop Product",2.334644,"g",2.21,"Soybean Ground"
"6362",6362,"NJ0027","CMEnz","methionine","Non-ERA Feed",0.190152,"g",0.18,"Methionine"
"6363",6363,"NJ0027","CMEnzPh","monocalcium phosphate","Non-ERA Feed",0.595,"g",0.56,"Monocalcium Phosphate"
"6364",6364,"NJ0027","CMEnzPh","choline cloride ground","Non-ERA Feed",0.085,"g",0.08,"Choline Cloride Ground"
"6365",6365,"NJ0027","CMEnzPh","lysine","Non-ERA Feed",0.308125,"g",0.29,"Lysine"
"6366",6366,"NJ0027","CMEnzPh","potassium humate","Other Feed",1.59375,"g",1.5,"Potassium Humate"
"6367",6367,"NJ0027","CMEnzPh","lime","Non-ERA Feed",1.29625,"g",1.22,"Lime"
"6368",6368,"NJ0027","CMEnzPh","axtra xap","Other Feed",0.31875,"g",0.3,"Axtra XAP"
"6369",6369,"NJ0027","CMEnzPh","maize ground","Crop Product",63.21875,"g",59.5,"Maize Ground"
"6370",6370,"NJ0027","CMEnzPh","canola cake","Crop Byproduct",18.59375,"g",17.5,"Canola Cake"
"6371",6371,"NJ0027","CMEnzPh","methionine","Non-ERA Feed",0.19125,"g",0.18,"Methionine"
"6372",6372,"NJ0027","CMEnzPh","soybean full fat","Crop Product",5.41875,"g",5.1,"Soybean Full Fat"
"6373",6373,"NJ0027","CMEnzPh","bicarbonate of soda","Non-ERA Feed",0.17,"g",0.16,"Bicarbonate of Soda"
"6374",6374,"NJ0027","CMEnzPh","prime gluten 60","Crop Byproduct",2.55,"g",2.4,"Prime Gluten 60"
"6375",6375,"NJ0027","CMEnzPh","salt","Non-ERA Feed",0.34,"g",0.32,"Salt"
"6376",6376,"NJ0027","CMEnzPh","soybean ground","Crop Product",2.35875,"g",2.22,"Soybean Ground"
"6377",6377,"NJ0027","CMPh","lysine","Non-ERA Feed",0.304877,"g",0.29,"Lysine"
"6378",6378,"NJ0027","CMPh","methionine","Non-ERA Feed",0.189234,"g",0.18,"Methionine"
"6379",6379,"NJ0027","CMPh","lime","Non-ERA Feed",1.282586,"g",1.22,"Lime"
"6380",6380,"NJ0027","CMPh","potassium humate","Other Feed",1.57695,"g",1.5,"Potassium Humate"
"6381",6381,"NJ0027","CMPh","maize ground","Crop Product",62.55235,"g",59.5,"Maize Ground"
"6382",6382,"NJ0027","CMPh","bicarbonate of soda","Non-ERA Feed",0.168208,"g",0.16,"Bicarbonate of Soda"
"6383",6383,"NJ0027","CMPh","canola cake","Crop Byproduct",18.39775,"g",17.5,"Canola Cake"
"6384",6384,"NJ0027","CMPh","choline cloride ground","Non-ERA Feed",0.084104,"g",0.08,"Choline Cloride Ground"
"6385",6385,"NJ0027","CMPh","soybean ground","Crop Product",2.333886,"g",2.22,"Soybean Ground"
"6386",6386,"NJ0027","CMPh","prime gluten 60","Crop Byproduct",2.52312,"g",2.4,"Prime Gluten 60"
"6387",6387,"NJ0027","CMPh","salt","Non-ERA Feed",0.336416,"g",0.32,"Salt"
"6388",6388,"NJ0027","CMPh","monocalcium phosphate","Non-ERA Feed",0.588728,"g",0.56,"Monocalcium Phosphate"
"6389",6389,"NJ0027","CMPh","soybean full fat","Crop Product",5.36163,"g",5.1,"Soybean Full Fat"
"6390",6390,"NJ0027","Control","maize ground","Crop Product",73.59072,"g",69.9,"Maize Ground"
"6391",6391,"NJ0027","Control","methionine","Non-ERA Feed",0.200032,"g",0.19,"Methionine"
"6392",6392,"NJ0027","Control","monocalcium phosphate","Non-ERA Feed",0.758016,"g",0.72,"Monocalcium Phosphate"
"6393",6393,"NJ0027","Control","prime gluten 60","Crop Byproduct",1.89504,"g",1.8,"Prime Gluten 60"
"6394",6394,"NJ0027","Control","bicarbonate of soda","Non-ERA Feed",0.178976,"g",0.17,"Bicarbonate of Soda"
"6395",6395,"NJ0027","Control","choline cloride ground","Non-ERA Feed",0.084224,"g",0.08,"Choline Cloride Ground"
"6396",6396,"NJ0027","Control","lime","Non-ERA Feed",1.52656,"g",1.45,"Lime"
"6397",6397,"NJ0027","Control","lysine","Non-ERA Feed",0.294784,"g",0.28,"Lysine"
"6398",6398,"NJ0027","Control","salt","Non-ERA Feed",0.336896,"g",0.32,"Salt"
"6399",6399,"NJ0027","Control","soybean ground","Crop Product",20.74016,"g",19.7,"Soybean Ground"
"6400",6400,"NJ0027","Control","threonine","Non-ERA Feed",0.042112,"g",0.04,"Threonine"
"6401",6401,"NJ0027","Control","soybean full fat","Crop Product",5.36928,"g",5.1,"Soybean Full Fat"
"6402",6402,"NJ0032","SB-10","atriplex nummularia dried ground","Agroforestry Fodders",59.638,"g",10,"Atriplex nummularia Dried Ground"
"6403",6403,"NJ0032","SB-15","atriplex nummularia dried ground","Agroforestry Fodders",89.832,"g",15,"Atriplex nummularia Dried Ground"
"6404",6404,"NJ0032","SB-20","atriplex nummularia dried ground","Agroforestry Fodders",68.438,"g",11.602020749983,"Atriplex nummularia Dried Ground"
"6405",6405,"NJ0032","SB-5","atriplex nummularia dried ground","Agroforestry Fodders",29.6485,"g",5,"Atriplex nummularia Dried Ground"
"6406",6406,"NJ0044","T2","wheat offal","Crop Byproduct",100,"g",14.5264381173736,"Wheat Bran"
"6407",6407,"NJ0044","T2","noug seed cake",NA,50,"g",7.26321905868681,"Noug Seed Cake"
"6408",6408,"NJ0044","T3","wheat offal","Crop Byproduct",166.67,"g",19.7452908423173,"Wheat Bran"
"6409",6409,"NJ0044","T3","noug seed cake",NA,83.33,"g",9.8720530742803,"Noug Seed Cake"
"6410",6410,"NJ0044","T4","wheat offal","Crop Byproduct",233.33,"g",24.1317612989968,"Wheat Bran"
"6411",6411,"NJ0044","T4","noug seed cake",NA,116.67,"g",12.0663977660565,"Noug Seed Cake"
"6412",6412,"NJ0047","T1","soybean ground","Crop Product",31.2323720930232,"g",28.55,"Soybean Ground"
"6413",6413,"NJ0047","T1","wheat offal","Crop Byproduct",10.9395348837209,"g",10,"Wheat Offal"
"6414",6414,"NJ0047","T1","maize grain","Crop Product",60.167441860465,"g",55,"Maize Grain"
"6415",6415,"NJ0047","T2","soybean ground","Crop Product",32.9190465116278,"g",27.55,"Soybean Ground"
"6416",6416,"NJ0047","T2","maize grain","Crop Product",63.3288372093022,"g",53,"Maize Grain"
"6417",6417,"NJ0047","T2","siam weed leaves ground","Herbaceous Fodders",4.77953488372092,"g",4,"Siam Weed Leaves Ground"
"6418",6418,"NJ0047","T2","wheat offal","Crop Byproduct",10.7539534883721,"g",9,"Wheat Offal"
"6419",6419,"NJ0047","T3","soybean ground","Crop Product",26.3647674418605,"g",26.55,"Soybean Ground"
"6420",6420,"NJ0047","T3","siam weed leaves ground","Herbaceous Fodders",7.94418604651162,"g",8,"Siam Weed Leaves Ground"
"6421",6421,"NJ0047","T3","maize grain","Crop Product",50.6441860465116,"g",51,"Maize Grain"
